,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6
strain.161,0.06252271136063359,-0.024967483035479972,0.2916023814486609,0.04692773794271423,-0.005305445963180629,-0.528176273971654
strain.162,0.054542208369963166,1.1779398337216536,0.0,0.0,-0.0019046133329456648,0.0
strain.163,-0.5034600130210929,0.0,0.5668018230364854,0.00509827688825466,-0.013758234649521228,0.0
strain.164,-0.11574073144354685,0.0,0.3094603628988644,-0.016865690564682453,0.0,0.011018766528729344
strain.165,0.006141549393836279,0.0,0.0,0.0,0.0,-2.4873141896820615e-05
strain.166,0.3089760358573797,0.5973992208417797,0.0,0.3211292691833295,-0.0024485301534797354,-0.5397421548400422
strain.167,-0.2429848891229649,0.0,0.0,0.0,0.002662789213834863,0.0
strain.168,0.0,0.0,0.0,0.0,0.0,0.0
strain.169,-1.423631293973438,-0.01147153789614012,-0.01678380641143008,0.0846114494111359,0.6986846982377258,0.1383052822328402
strain.17,-0.6280146599930992,0.0,0.6103348186533643,0.0,0.0,0.0
strain.170,1.4989713251995986,0.0105316635366783,-0.009605419106758396,-1.305798755572712,-0.13971353449795249,0.001328027237281514
strain.171,0.22733650898165686,0.00011828227084913041,-0.9616559623704004,-0.0006015756066846932,0.0,0.0
strain.172,0.004090366762039719,0.0,0.23916211260405762,0.21200323639975596,-0.14388513303203568,0.0
strain.173,0.1431405150667094,0.0,0.0,0.6821339003258952,-1.144744885484126,-0.1488667294093314
strain.174,0.02808942903533919,0.0,0.0,0.0,-8.37871957234069e-06,0.0
strain.175,0.0,0.0,0.0,0.0,-0.007828652072323422,1.7742554336721095e-05
strain.176,0.0,0.0,0.0006566334497679151,0.0,0.0,0.0006048459257572853
strain.177,0.017512445508278005,0.0,0.0,0.0,0.001750885125547829,-0.004823058023637249
strain.178,0.0,-0.008477350040472596,0.0,0.0,0.0,0.0
strain.179,0.01402963558392435,-0.009761156270260002,0.0,-0.005709456987015582,0.8861594982835367,0.0
strain.18,-0.2438941843690857,0.0,0.0,0.42645188936023304,0.0,-0.1362844019015694
strain.180,0.6677017469516345,-0.005055996189394242,0.0,-1.4614091156925837,0.0,0.7332100844339324
strain.181,-0.24488772355878344,0.0,-0.2851789989169934,-0.011411929427177198,0.8758396565929982,0.036489372402574306
strain.182,-0.06495689771875299,0.0,-0.0925269863806174,0.0,0.0,0.20627588774419137
strain.183,0.0,0.0004209526393327771,0.0,-0.009116750094177003,0.022532951336596982,0.0
strain.184,-2.3252570643741897,0.0,1.170363754837457,0.001009832709779769,0.0,-0.028742531780974297
strain.185,0.0,0.0,0.0,0.0,0.0,0.0
strain.186,0.0,0.0,0.0,-0.027980180870641157,0.0,0.0
strain.187,0.08770999397577597,0.0,0.378547947585666,-0.013122294212729925,-0.0021385466745064757,-0.0011622755241362927
strain.188,0.0,0.0,0.0,-0.004931456029152343,0.0,0.0
strain.189,0.0,0.0,0.0,0.0,0.12168966361664695,0.0
strain.19,0.0,0.0,0.0,-0.261517227059578,0.001755681433165844,0.0
strain.190,0.0018694881160277901,0.0,-0.16631561498868103,-0.018024936567417583,0.0,0.0
strain.191,0.0,0.0,0.0,0.0,0.5161777558262345,0.013046583100422591
strain.192,0.0,0.0,0.0,0.0,0.0,0.0
strain.193,-0.0011266907980680245,0.0,0.0,0.0,0.0,0.0
strain.194,-0.0027692102483943,0.0,-0.5655176220347097,0.4136133825027584,0.0,6.141577116077293e-05
strain.195,0.1960140154734443,0.0,0.0,-0.03673629756545166,-0.0024452438733668534,0.0
strain.196,0.2314095205540879,0.0,0.0,0.0,0.003487765368722809,0.0
strain.197,-0.06138428695741636,0.0,0.0012089724104550697,-0.3173788233205187,-0.0010679314315041252,0.1551914179615628
strain.198,0.0,0.0,0.0,0.0,0.0,-0.3825131779244687
strain.199,0.0,0.0,0.0017802267422466643,0.0,-0.3263379945377681,0.44757929394801566
strain.2,-0.0004530370207487281,0.0,0.0,0.0,0.0,0.0
strain.20,-0.2926033891291127,0.0,0.003054752723866341,0.0,0.0,0.0
strain.200,-0.12415696071835372,0.0,0.0,0.0006289080344148707,0.0,0.0
strain.201,0.0,0.0,-0.16252857383345273,0.390209394768786,0.0,0.0
strain.202,0.0,0.0,-0.00559233257806159,0.0,0.245992369266196,0.0
strain.203,-0.31334182204871647,0.0,0.6298791481258456,0.10265558686102216,0.0018358721267229517,0.0
strain.204,0.0,0.0,0.0,0.0,0.0,0.0
strain.205,0.0,0.0,-0.00016606428458508784,0.0,0.0,0.0
strain.206,-0.0003118671131856249,0.0,0.0,0.0,0.0,0.0
strain.207,0.0,0.0,-0.5319864459029296,0.6293233896575685,0.0,0.0
strain.208,0.027127996423525962,5.708821854862671e-05,0.0,0.0,-0.7500399524463521,-0.0019633130328375096
strain.209,-0.0029498944743121328,0.0,0.0,-0.03292282202141113,-0.06476936341609953,0.1026260768737972
strain.21,0.0,0.0,0.12119807214109286,0.2986415574072001,0.0,-0.05010041878210317
strain.210,-0.2098855604956546,0.018899435870337784,0.005081774940645232,0.002085143618346093,0.0003606563899317005,-0.0007301781086505992
strain.211,0.0,0.0,0.0,0.0,0.010536734083314545,0.0
strain.212,-0.09886839928793247,0.0,0.0,0.0,0.0,0.0
strain.213,0.09522004966465528,0.0,0.0,0.0,-0.05321539362503394,0.0
strain.214,0.0,0.0,-0.0014748131693896925,-0.022794265968884935,0.6548205476050503,0.0
strain.215,-0.011593236372900563,-0.011100363561913195,0.0,0.3870521829527682,0.0,0.9536607296220093
strain.216,0.0,0.0,0.0,0.0,0.0,0.028005839366870323
strain.217,0.0,0.0,0.0,0.054971700250167635,0.0,0.0
strain.218,0.0,0.0,0.0,0.02593870078066064,0.0,0.0
strain.219,0.0,0.0,0.0,-0.2046082853711963,0.003043330480634161,0.0
strain.22,0.0,0.0,0.0,0.0,0.0,0.0094359124125248
strain.220,0.0,0.0,-0.006937695888435639,0.00834424265282401,0.0,0.0
strain.221,-0.0003100016812603064,0.0,0.0,0.0,0.00023006326826232966,0.0
strain.222,0.0,0.0,0.0,0.0,0.0,-0.7874465477743786
strain.223,0.0,0.0,-0.0008416856665927778,0.0,0.0,0.0
strain.224,0.0,0.0,0.0,0.0,0.0,0.0
strain.225,0.0,0.0,0.0,0.0,0.4393097336778043,0.0
strain.226,0.0013265080019271727,0.0,0.0,0.0,0.0,-0.2632567411131203
strain.227,1.534966665004037,-0.0012697127686678202,0.0,0.3007995668105929,-1.2353587291948662,-0.010128577600956246
strain.228,-0.01719401721557725,0.0,0.0,0.0,0.0,0.5395100815084981
strain.229,0.24115335381971528,0.034073188178656524,0.01090266687374207,0.0,-0.20131076507755952,-0.8575761079126253
strain.23,1.846205916906953,0.0004747496316897868,0.0,-0.17430095211044386,6.644702069695681e-05,-1.0381042113412475
strain.230,0.0,0.0,0.029174163308415605,0.0,0.0,0.0
strain.231,0.00044280566942180857,0.0,-0.0015257890888329612,1.5846540531142405e-05,-0.00016402962223296966,-0.05322389161389884
strain.232,1.2050493902533568,-0.0627114316864251,0.0,-1.5252319052370695,0.0,0.05098815240462687
strain.233,-0.06826472067696909,0.0,0.0,0.40705296490054144,-0.041370996515000015,0.0
strain.234,0.3457056463405575,0.0,0.0,-0.002680696817022268,0.0,0.0
strain.235,-0.02141047255727364,0.0,-1.4424974900558412e-05,0.18397945735875626,-0.03656473052275367,0.646892711636649
strain.236,0.5507490387878331,0.0,0.4365072443032397,0.0,-0.8997982104280653,0.13095218818027313
strain.237,-0.009782943401049878,0.0,0.12373817432668476,0.0,0.0,0.0
strain.238,0.0,0.0,0.0,0.0,0.0,0.0
strain.239,-0.1757224112007696,0.0,0.0,0.0011462369188501343,-0.12382278567721476,9.16742839254236e-05
strain.24,0.0,0.0,0.0,0.0262330270813133,0.0,0.0
strain.240,1.041509199073805,-1.3939498943172304,0.0,0.0,0.5658656367984691,0.0
strain.241,-0.12563876351310257,0.0,0.0,0.853419740950647,0.0,0.0
strain.242,-0.015648775210545564,0.0,-0.0005042634932501621,0.0,0.0011763901829301168,0.0
strain.243,-0.41356533948689445,0.0,0.3593064726994223,0.26464634634629247,-0.0017010280717998341,0.005049144880817971
strain.244,0.014790927073150934,0.3681324605011403,-0.11733703333215112,-0.32633934760270633,0.012583062037210262,-0.01770047624220114
strain.245,-0.018730166773031152,0.0,0.2350515933482337,0.0,0.0,0.0
strain.246,-0.47362732775392813,0.0,0.0,0.0,0.005840020347589549,0.0
strain.247,-0.5353974013992145,0.0,0.0008325870144596967,0.0,0.0,0.12337905749523344
strain.248,0.0,0.0,0.003226350476143748,0.0,0.0036103706895688524,0.0
strain.249,0.0,0.7940008824791188,0.0,0.0,0.0,-0.1891097914673881
strain.25,0.0,0.0,0.39688457148203293,0.0,-0.008283829892081943,0.0
strain.250,0.15525343702079022,0.0,0.0,0.0,0.0,0.0
strain.251,0.0,0.0,0.0,0.0,0.0,0.0
strain.252,0.04467282092779106,0.0,0.0,0.0,-0.00010694966093965164,0.0
strain.253,0.04310850765319337,0.0,0.0,0.0,0.0,-0.19500588145168096
strain.254,-0.03075059441366723,0.0,0.0,0.0,0.0005757515924342298,0.0
strain.255,0.0,0.0,0.0,0.0,0.0,0.0
strain.256,0.0,0.0,0.0,0.0,0.0,0.27456395194933614
strain.257,0.0,0.0,0.0,0.0,0.0,0.0
strain.258,0.0,0.0,0.0,-0.006329906211801032,0.0,0.0
strain.259,-0.001723945978214534,0.0,0.0,-0.0022950635840472537,0.0001788038605125416,0.0
strain.260,0.0,0.0,0.0,0.0018910177360580607,0.011176042018498944,-0.00015106990821576422
strain.261,-0.0022630601239104456,-1.2002474817299056,0.0,0.0,0.0,0.0
strain.262,0.09932294344358827,0.0,-0.6754469897309365,-0.006987783063503986,-0.09687587129928757,0.42174016925369584
strain.263,-0.012429648406418276,0.0,0.0,0.01671635945557501,0.0,0.0
strain.264,-0.5165657916754822,0.0,0.0005833965460328182,0.0014687035100654534,0.0,0.027095696606935643
strain.265,-0.04088784081140384,0.0,0.01115849229546239,0.0,0.0,0.00045403853927987963
strain.266,0.7262968146602465,-0.7038178422366593,0.0,-0.015103302700806908,0.003209071605133199,0.0
strain.267,-0.0015447371741212584,0.0,0.0,0.0,0.0,0.0
strain.268,0.0,0.0037357075282348925,0.0,-0.015749402597377997,0.0,0.0
strain.269,1.2465314132369272,0.0,0.0,0.0,0.0,0.0
strain.27,-0.3308341093097039,0.0,0.0,0.24559045709281968,0.04377879935231179,0.0
strain.270,0.0,0.11360963792940473,0.0,0.0,0.0,-0.002414826019606051
strain.271,0.0007743604112095592,0.0,0.0,0.0,0.012707010141503088,0.0
strain.272,0.0,0.0,0.0,0.006563252543033049,0.0,-0.0004887276256557296
strain.273,0.0,0.0,0.0,-0.035619402663676934,0.4058061805638037,-0.022600625793574657
strain.274,0.0,0.06014436797902579,0.0,-0.07795815318213095,0.0,0.0
strain.275,-0.00235971480516334,0.15293686778212223,0.0,-0.13484373655129797,0.0,0.2006990075486267
strain.276,0.0013199608684530517,0.0,-0.004330545301926921,-0.03720590932648887,0.0033445181912873955,0.2266060948318525
strain.277,-0.0003167347610303567,0.0,0.0,0.0005000738475365922,0.014034934119025793,0.16356821610364813
strain.278,0.015825775741757628,1.8315299372771402e-05,-0.03666715514877013,0.0,0.0,-0.0002789661722928134
strain.279,0.0,0.0,-0.0032709847988999447,-0.0012996236924530675,0.29702467012556033,0.0
strain.28,0.0,0.0,0.0,0.0,0.0,0.0
strain.280,0.2784649128669397,0.0,0.0,-0.37013794450509174,0.0,0.0
strain.281,-0.09822565016796948,0.0,-0.14211873363235325,0.0,0.036269996986080175,0.0
strain.282,0.0,0.0,0.0,0.0,0.0,0.0
strain.283,0.0,0.0,0.0,0.0007288375672247643,-0.1852714725970038,0.8918152603763414
strain.284,-0.06374326569358853,0.0,0.0,0.0,0.07892473976535268,0.0
strain.285,0.03443612903524284,0.0,0.0,0.0,0.0,0.0
strain.286,-0.4467862792582435,0.17430568723307413,0.28068025591680296,0.0,0.05321200955320041,-2.7848293664797393e-05
strain.287,0.0,0.0,-0.006153274261120628,0.0,0.00946829485280957,0.0
strain.288,0.0,0.0,0.0,0.0,0.004283327641464921,-0.0016332135365711683
strain.289,0.0,0.0,0.0,0.0,0.0,0.0
strain.29,0.006945094999347931,0.139608187995898,0.0,0.0,0.0,-0.7027204903035593
strain.290,-0.2506675324152421,0.0,-0.056067451593203345,0.12939624442273126,0.5795373867175536,0.0
strain.291,-0.030715987417423707,0.0,0.0923982529366311,0.0,0.0,0.0
strain.292,-0.0018142918775947126,0.0,0.06347258940987904,-0.06932285288995081,0.0,0.0
strain.293,0.0,0.0,-0.009211402898237834,0.10135845799073538,0.0,0.0
strain.294,-0.014160775678788522,0.0025937102044207394,0.0,0.0007704499887941214,0.0,0.38351780709190003
strain.295,0.0,-0.3781405067132325,0.01564427775630003,0.0009290985653842303,-0.0016311350777542626,0.16535543068645928
strain.296,-0.0876450906839293,0.0,0.0,0.0,0.0,-0.00011509384878271487
strain.297,-1.455306085653369,1.761605124369415,0.0,0.10475425229665364,0.0,0.0
strain.298,-0.14876163243437956,0.0,0.0,0.0,0.0,0.19297408684909556
strain.299,0.0,0.0007826251835064562,0.0,0.0,0.0,0.0
strain.3,-0.009542293968915325,0.0,0.5582726227212184,0.0,-0.06981439118498245,0.0
strain.30,0.0,0.0,0.0,0.0,0.004508605562344922,0.0
strain.300,0.0,0.0,0.0,0.0,0.0005748708371583518,0.0
strain.301,0.0,0.0030388876508590347,-0.0008372177674930455,0.0,0.0,0.0
strain.302,0.0,0.0022678955447408117,0.0,0.0,0.0,-0.005024198885726898
strain.303,-0.35290584556961596,-1.6168666199077508,0.0,0.0352882974358814,0.0,0.0
strain.304,-0.008251668360848601,0.0,0.0,0.2122674505066553,-0.5451720055127894,0.0
strain.305,0.0,0.0,0.0,0.5540004693522018,-9.5003063002209e-06,0.0
strain.306,-0.0014300103687052738,-0.3893630604061551,0.0030743206293837974,0.0,0.0,0.4307056765250146
strain.307,0.0,0.0,0.0,0.0,0.0,0.0
strain.308,0.0,0.0,0.0,0.0,0.0,0.00319988940361725
strain.309,0.6297582704888444,0.0,0.0,0.0,-0.0005484658199119393,0.0
strain.31,-1.1299727887493118,0.2700465807502398,0.009686901062406572,-0.003617411627803835,0.005637679957202442,0.8681481152831015
strain.310,-0.20394676261385591,0.002836088249725093,0.0,-0.5372335126989944,0.877279496973526,0.0
strain.311,0.0,0.0,0.0,0.0,0.0,0.0006113889127498336
strain.312,0.0,0.0,0.0,0.0,0.0,-0.002152786188130634
strain.313,-0.00016934164736740197,0.005511397808663512,0.0,0.0,-0.012193773947919425,0.05264557704793927
strain.314,0.0,0.0,0.0,-0.3320200652045942,0.0,0.0
strain.315,1.5898581713667141,0.0,0.0015804218317368398,-0.2624921698961012,-0.0022613774337416257,-0.05312763886278576
strain.316,0.0,0.0,0.0,-0.045355717179848265,0.0,0.07288151381112068
strain.317,-0.18254931153950005,-0.7519922040139833,0.0,0.0,-0.08283826076340967,0.0031717866226987253
strain.318,-0.4741555152084046,0.0,0.0,0.0005056939819768517,0.0022674874831244583,0.007573238875436419
strain.319,0.7834300461791056,0.0,0.0,1.189968815997467,-1.1505370790649865,0.0
strain.32,0.010313319150411417,-0.009185147131372735,0.0,-0.023619178921641996,0.0,0.0
strain.320,-0.13142158022128658,0.0,-0.0005806182995603407,0.0,0.02183652865702906,0.0016264810871255276
strain.321,0.0,0.0,0.0,0.0,0.0,0.0
strain.322,0.0,0.0,0.0,-0.3138273798957039,0.0,0.0008370919172618365
strain.323,0.0,0.19915437672025843,0.0,-0.7382160946200859,-0.03380757347849804,0.4091992394541289
strain.324,0.0,0.0,0.0,0.0,0.0,0.0
strain.325,0.0,0.0,0.03222051154294293,0.0,-0.0002653922172302349,-0.004695524221070356
strain.326,0.0,0.0,0.0,0.0,-0.004149795876338818,0.0
strain.327,-0.5165740660547131,-0.27976815324305493,-0.008150072606083721,0.6785242910690702,0.2645453430491379,0.4167485340620375
strain.328,-0.032091662127776685,0.0,0.0,0.0,0.003452255978238273,0.3585705483047797
strain.329,-0.6210898323481555,0.0,-0.11249596064249272,0.0,0.0,0.31630940826943765
strain.33,-0.08919531125026421,0.0,0.0012127427742205357,0.0,0.0,0.0
strain.330,0.013052569906293747,0.0,0.0,-0.7471647031264169,0.0,0.0
strain.331,0.0,-0.09851724494335577,0.011307797382652439,-1.4797805188100102,0.01815879791826003,0.4733274201022534
strain.332,0.0,0.0,0.0,0.021098071172438795,-0.6379005428737577,0.07625534970109195
strain.333,0.0,0.006211307637489036,0.0,0.0,0.0,-0.01972750482236191
strain.334,-0.0020302604225750963,0.049632416880380587,0.0,-0.5016054957435866,0.0,0.0024081642488217327
strain.335,0.0,-0.5867243704076452,0.0,0.0,0.0,0.0
strain.336,0.0,0.0,0.0,0.0,0.00691903488713915,-0.046120211596620636
strain.337,-0.098450528263572,0.0,0.0,0.0,0.0,0.0
strain.338,0.39422458604865634,0.0,0.001131590154605135,0.0,0.0,0.0
strain.339,0.0,0.0,0.0,0.0,0.0,0.0
strain.34,-0.0018988716803561203,0.0,0.0,0.0,0.13534099998422675,0.0
strain.340,0.0,0.0,0.0,-0.002529566717875003,0.0,0.0
strain.341,0.0,0.0,0.0,0.0,0.0,0.0
strain.342,-0.029695232338773702,0.0,0.0,0.0,0.0,0.01976252217542565
strain.343,0.6459984936426095,0.0,0.0,0.45489934043674335,0.0,-0.3821510189084398
strain.344,0.0,0.0,0.0,0.40294368297651534,0.0,0.0
strain.345,-0.05822812485153129,0.0,0.0,0.0,0.0,0.0002840598038131446
strain.346,0.0,0.0,0.0,-0.04578788548985406,0.0,0.0
strain.347,0.0,0.0,-0.25809947240820313,0.0,0.022003712567945498,0.0
strain.348,0.3582292796410027,0.2432248497218077,0.0,0.0,0.0,0.0
strain.349,-0.3875725058745691,-0.15787115227820786,0.0012274745292049508,0.0,0.34721799636102174,0.0
strain.35,0.0,0.0,0.00654273901883729,0.0,0.0,0.0
strain.350,-0.9066888396057043,0.004494599938209883,0.0,0.939482454830916,-0.36464867991355443,0.35420140247387316
strain.351,0.0,0.0,0.004272903124102344,0.0,-0.007581405231922401,0.0010652653686046823
strain.352,0.0,0.0,-0.001533674130570837,0.0,-0.001730872019003301,0.0
strain.353,0.0006079472958938648,0.0,0.004181425940644969,0.0,0.0,0.0
strain.354,0.2097546441754441,0.0,0.0,-0.45286635390636915,0.3217260004565469,0.0
strain.355,0.0,0.0015359770172439888,0.010550544503686974,-0.928510899864671,-0.011796222267949125,0.177110800110608
strain.356,0.0,0.0,0.0,-0.0006957611419091922,0.0,0.0
strain.357,0.0006940806967360407,0.0,0.004237624768606187,0.0,0.0,0.0
strain.358,0.0,0.0017812035030542461,-0.002310274388022588,0.003342450697461065,0.003798524582413221,0.0
strain.359,0.2669384253269901,0.009950236032805827,-0.0051681261008876345,0.0,-0.000670523634298658,0.0
strain.36,-1.0183368161902933,0.0,0.0,0.0021648440951451287,0.005753951284742474,0.0
strain.360,0.0,0.0,3.8709788722727874e-05,0.0,0.0,-0.007538608010226047
strain.361,0.2964658302674398,-7.09882458388128e-07,-0.29646695385447797,1.1482593361749336,-0.5843936198487605,-0.000610387433540577
strain.362,-0.4958308460929404,9.418334410561136e-05,0.0,0.0,0.0,0.0
strain.363,0.0,0.005818981531395654,0.0,0.6972992298651729,0.0,0.0
strain.364,0.272551646479933,-0.6735391629448869,0.0,-0.0010585485544940664,-1.6816370960004174,0.9987537867320097
strain.365,0.9423880153711995,0.0,0.0028721176276737207,0.0,-0.6872043716327285,0.2720175537643498
strain.366,0.0,0.0,0.0,0.010958856682639954,0.0,0.0
strain.367,-0.48691264345378327,0.0,0.0,0.0009622220660612038,-0.24420740304395666,0.04330205413214133
strain.368,0.0,0.0,0.0017909993712072845,0.0,0.7411731389936036,-0.7631806899844212
strain.369,0.43931468936557194,0.0,0.0,0.0,0.0,0.0
strain.37,0.014337548355930834,-0.3739655125617321,0.0,0.07256094753078249,-0.02417735570671189,-0.073274067320772
strain.370,0.0,0.0,0.0,0.21349763859224802,0.0,0.0
strain.371,0.06458728614229625,0.0,0.020734109664313712,-0.12113685483411327,0.38354802333534793,0.0
strain.372,-0.0904676218163089,0.0,0.10373466045305249,0.0,0.0,0.796122285283477
strain.373,-0.019183721347495818,0.0,0.14662846684927713,0.04500828536220726,-0.014714090046428414,0.0
strain.374,0.2618966193326017,-0.20760716342763183,-0.42995865280280104,1.009657525590187,0.45578964784171905,-0.4810353836264335
strain.375,-0.040031943208438295,0.0,0.004392037082350438,0.0,0.0,0.0
strain.376,0.0,0.0,0.0,0.002907217416101171,0.0,0.0013221482535527558
strain.377,0.0,0.0,0.0,0.002942839703855322,0.0,0.0
strain.378,0.0,0.0,-0.002052942150823727,0.0,-0.24959103304077007,0.0
strain.379,-0.5292987612916412,0.0,0.0997731870754596,0.393854216296897,-0.0007618841689455353,0.0006212362777736494
strain.38,0.0,0.0013212609260256246,0.0,0.0,0.0,0.0
strain.380,0.0,0.0,0.0,0.12160413345635158,-0.12784950335858944,0.0
strain.381,0.23448576275443508,0.0,0.0,-0.6266588066216766,0.0,-0.002597485051942235
strain.382,0.0,-0.0005515779396164927,0.0,0.002107184028999187,0.0016735526691670013,0.0
strain.383,-0.001164639578408055,0.0,0.0,0.0,0.0,0.0
strain.384,-0.0020803579462605167,0.0,0.0,0.003734148519463243,0.0,0.0
strain.385,-0.5586417974014761,0.0,0.0,0.025386416029210355,-0.0015953022770211363,0.9163291114203166
strain.386,0.0,0.0,0.0,0.0,0.00858030145018352,0.0
strain.387,0.07357201495205438,0.0,0.0,0.0,0.0,0.0
strain.388,-0.31026955363032505,0.0,0.172811323284803,0.06637871339116211,0.0,0.0
strain.389,-0.062221724091796646,0.0,0.0,0.1254967727128579,0.0,0.0
