,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6
strain.233,-0.03326249672394999,0.0,0.0016321397178241993,0.38258949849564283,-0.02231950314723409,0.0
strain.234,0.3342304049902774,0.0,0.0,-0.0018423171977257778,0.0,0.0
strain.235,-0.02584881011112731,0.0,0.0,0.10791969138639584,-0.027473204966704783,0.661196152113092
strain.236,0.5925309222615183,0.0,0.49827891253434414,0.0,-0.9245334216744283,0.12020444321889866
strain.237,-0.00904150542823645,0.0,0.03347588687214824,0.0,0.0,0.0
strain.238,0.0,0.0,0.0,0.0,0.0,0.0
strain.239,-0.1544307956251288,0.0,0.0,0.0030541872545303004,-0.0986434092278983,0.0
strain.24,0.0,0.0,0.0,0.0021994863856925817,0.0,0.0
strain.240,1.0683762191284878,-1.439529269072834,0.0,0.0,0.6082856668036701,0.0
strain.241,-0.13142090945471258,0.0,0.0,0.8401107875428314,0.0,0.0
strain.242,-0.021873945419814855,0.0,-0.0011131488055571984,0.0,0.0009196127132376801,0.0
strain.243,-0.41765056430183045,0.0,0.3113291251347402,0.18103402846916405,-0.0008166416925337483,0.0
strain.244,0.01565257967893352,0.38288130931880004,-0.1016049210177687,-0.31227711111332185,0.00409688423406085,-0.052580304741180174
strain.245,-0.0288531494568638,0.0,0.3618958813816288,0.0,0.0,0.0
strain.246,-0.5038757229386018,0.0,-0.0002785900223894462,0.0,0.001194534017038406,0.0
strain.247,-0.503338323081866,0.0,0.0025585229672377015,0.0,0.0,0.1225108758322136
strain.248,0.0,0.0,0.0051231028392804525,0.0,0.0033681196869226964,0.0
strain.249,-0.001297701079051513,0.6748328504819151,0.00031418412094231764,0.0,0.0,-0.25942410622031653
strain.25,0.0,0.0,0.4364050216285162,0.0,-0.0010503429302011968,0.0
strain.250,0.17129617495224134,0.0,1.585443075737897e-05,0.0,0.0,0.0
strain.251,0.0,0.0,0.0,0.0,0.0,0.0
strain.252,0.051654955077981526,0.0,0.0,0.0,-0.0010148970807398888,0.0
strain.253,0.053730225806072576,0.0,0.0,0.0,0.0,-0.21444508828358358
strain.254,-0.04583305610338766,-0.001219048934137071,0.0,0.0,6.903686576347015e-05,-0.0006573929779148471
strain.255,0.0,0.0,0.0,0.0,0.0,0.0
strain.256,0.0,0.0,0.0,0.0,0.0,0.33386480260702717
strain.257,0.0,0.0,0.0,0.0,0.0,0.0
strain.258,0.0,0.0,0.0,-0.026205332858879132,0.0,0.0
strain.259,-0.000860285068592463,0.0,0.0,-0.0018317012693059621,0.0027663794331627763,0.0
strain.260,0.0,0.0,0.0,0.0,0.010918236969149495,-0.022120863776258447
strain.261,-0.0012446295223073364,-0.9674899779647266,0.0,0.0,0.0,0.0
strain.262,0.1529279992657183,0.0,-0.5311405892695074,-0.00015332883595441425,-0.05705096006268379,0.5550392707595896
strain.263,-0.009845346956123794,0.0,0.0,0.03854478404295656,0.0,0.0
strain.264,-0.5296776471229295,0.0,0.0,0.0009040513507584262,0.0,0.03478795923156759
strain.265,-0.03960000467986435,0.0,0.008204163871640174,0.0,0.0,0.00037446341385845565
strain.266,0.7373557515998003,-0.6990744445845825,0.0,-0.019161419128028878,0.00027354630709187233,0.0
strain.267,-0.00039528548547295767,0.0,0.0,0.0,0.0,0.0
strain.268,0.0,0.002948762506658458,0.0,-0.006285751494054925,0.0,0.0
strain.269,1.2674608280450326,0.0,0.0,0.0,0.0,0.0
strain.27,-0.3737159849750403,0.0,0.0,0.22886001481826726,0.010318697748386504,0.0
strain.270,0.0,0.17549827784339725,0.0,0.0,0.0,-0.0012415118241145618
strain.271,0.0021282511288012265,0.0,0.0,0.0,0.020022268724637558,0.0
strain.272,0.0,0.0,0.0,0.002279755443536903,0.0,-0.0005661927213806802
strain.273,0.0,0.0,0.0,-0.016188070677031968,0.4476950146790708,-0.009938553716691417
strain.274,0.0,0.04442172532622521,0.0,-0.20523271622871983,0.0,0.0
strain.275,-0.0043920548452479795,0.0034196971832379706,0.0,-0.06483205975911119,0.0,0.09967370275501816
strain.276,0.0011315751059634395,0.0,-0.008267710960674983,-0.05185311715261886,0.002480784965685092,0.20731652060503938
strain.277,-0.001020660928990603,0.0,0.0,0.0,0.004226785716503217,0.12784204549570133
strain.278,0.021054717914557097,0.0,-0.007766901634025253,0.0,0.0,-9.224823979324406e-05
strain.279,0.0,0.0,-0.002049795274962257,-0.000317549911494352,0.19981813735479906,0.0
strain.28,0.0,0.0,0.0,0.0,0.0,0.0
strain.280,0.2797126953753849,0.0,0.0,-0.3146871547922894,0.0,0.0
strain.281,-0.08598757122352939,0.0,-0.15208934173829353,0.0,0.027159689766444874,0.0
strain.282,0.0,0.0,0.0,0.0,0.0,0.0
strain.283,0.0,0.0,0.0,0.0,-0.23888002720240045,0.8743092915446096
strain.284,-0.06148301845549314,0.0,0.0,0.0,0.08395672339441655,0.0
strain.285,0.021856245813492072,0.0,0.0,0.0,0.0,0.0
strain.286,-0.4202157487584741,0.2213816881739416,0.309347562785133,0.0,0.048149289987263866,-0.0007226394814865289
strain.287,0.0,0.0,-0.004607462470921945,0.0,0.014114645290971239,0.0
strain.288,0.0,0.0,0.0,0.0,0.0020054399860458174,-0.002754703685556066
strain.289,0.0,0.0,0.0,0.0,0.0,0.0
strain.29,0.005338060802013656,0.04714238311024973,0.0,0.0,0.0,-0.8101682446774711
strain.290,-0.21068654554384705,0.0,-0.0662129448245928,0.24563398296710803,0.5750876524349989,-5.901821242465158e-05
strain.291,-0.020644086295090548,0.0,0.1490301732593204,0.0,0.0,0.0
strain.292,-0.0008575314103176005,0.0,0.056755893856160915,-0.25863591706085187,0.0,0.0
strain.293,0.0,0.0,-0.012149988966133219,0.11507640441877687,0.0,0.0
strain.294,-0.009781903732998603,0.0022452132360579677,0.0,0.0009674016756010153,0.0,0.3710011020769196
strain.295,0.00010224503592652702,-0.42554148889143,0.0484105511140132,0.0,-0.0016461622037738748,0.16362265858903544
strain.296,-0.09550077679960631,0.0,0.0,0.0,0.0,-0.0029165634287414764
strain.297,-1.4494876528205272,1.8507715138945549,0.0,0.11812611134696474,0.0,0.0
strain.298,-0.14497318389629554,0.0,0.0,0.0,0.0,0.32365529838185575
strain.299,0.0,0.0,0.0007081876196869334,0.0,0.0,0.0
strain.3,-0.006629792055196871,0.0,0.5772778737509916,0.0,-0.06380697983597494,0.0
strain.30,0.0,0.0,0.0,0.0,0.0065333794654441725,0.0
strain.300,0.0,0.0,0.0,0.0,0.002574814776038094,0.0
strain.301,0.0,0.00434508909834688,-0.0017701562535647063,0.0,0.0,0.0
strain.302,0.0,0.00014482391232253455,0.0,0.0,0.0,-0.00729710703667526
strain.303,-0.2960220647516428,-1.5448900350835821,0.0,0.16641071869465351,0.0,0.004046435742424827
strain.304,-0.013474304660006316,0.0,0.00010039485499497979,0.3008110063450615,-0.5135982120582716,0.0
strain.305,0.0,0.0,0.0,0.45662368803495473,0.0,0.0
strain.306,-0.0007459040038834869,-0.21339133207638072,0.004068753731137112,0.0,0.0,0.5314034640435759
strain.307,0.0,0.0,0.0,0.0,0.00024076055191110142,0.0
strain.308,0.0,0.0,0.0,0.0,0.0,0.0072944225898367845
strain.309,0.6081234162569941,0.0,0.0,0.0,-0.0004666307769537763,0.0
strain.31,-1.1421784945413114,0.139756624373015,0.011201778638360643,0.0,0.004900905539491435,0.9069895143938104
strain.310,-0.21290817811633836,9.921809528698708e-05,0.0,-0.5120860625306743,0.9078117291670551,0.0
strain.311,0.0,0.0,0.0,0.0,0.0,0.0011955362586192019
strain.312,0.0,0.0,0.0,0.0,0.0,-0.0009140161032810244
strain.313,0.0,0.007731601329544969,0.0,0.0,-0.012590031416425824,0.17662881487558002
strain.314,0.0,0.0,0.0,-0.3508131786044311,0.0,0.0
strain.315,1.6176399710631097,0.0,0.0,-0.19588765286755466,-0.0019599923500794743,-0.14711304794697033
strain.316,0.0,0.0,0.0,-0.027653583313809602,0.0,0.1119490773950811
strain.317,-0.17289706676926697,-0.6484597602347854,0.0,0.0,-0.06410833386020369,0.0034890174489327404
strain.318,-0.4856195495173597,0.0,0.0,0.002614568680110925,0.0,0.005615095759603024
strain.319,0.7591793974391318,0.0,0.0,1.1202278017738816,-1.1347644397683363,0.0
strain.32,0.010202842266337263,-0.004662343844828538,0.0,-0.011078201621049203,0.0,0.0
strain.320,-0.159626935842295,0.0,-0.0025513413826696255,0.0,0.051305332584939974,0.0010983647100752507
strain.321,0.0,0.0,0.0,0.0,0.0,0.0
strain.322,0.0,0.0,0.0,-0.2128977703661924,0.0,0.0018301754004553445
strain.323,0.0005261150958075307,0.4336952094966796,0.0,-0.6135363023409176,-0.054742377089707646,0.3845584514205032
strain.324,0.0,0.0,0.0,0.0,0.0,0.0
strain.325,0.0,0.0,0.028571560736894014,0.0,0.0,-0.0018982047092678388
strain.326,0.0,0.0,0.0,0.0,-0.0033374070621137123,0.0
strain.327,-0.5344850304321411,-0.0012937088574231813,-0.0038636530785759594,0.8095182224208611,0.3015972078753739,0.6059306568644518
strain.328,-0.025332309325445137,0.0,0.0,0.0,0.0035544090570320346,0.154485802218125
strain.329,-0.60117401689972,0.0,-0.03812260066281543,0.0,0.0,0.2942559045732303
strain.33,-0.08804711691211096,0.0,0.0,0.0,0.0,0.0
strain.330,0.043972294725890225,0.0,0.0,-0.4737962149352961,0.0,0.0
strain.331,0.0,-0.10256912376987977,0.013260693967142963,-1.4801447807247183,0.009972326674950648,0.44579826410634604
strain.332,0.0,0.0,0.0,0.0058477916001056255,-0.6144584427994949,0.016461389578555714
strain.333,0.0,0.0,0.0,0.0,0.0,-0.09632741646437948
strain.334,-0.0018181474827915654,0.04420820278697507,0.0,-0.5216203918149646,0.0,0.0013087217032777287
strain.335,0.0,-0.4648427473022881,0.0,0.0,0.0,0.0
strain.336,0.0,0.0,0.0,0.0,0.009687719472132476,-0.04895980321810201
strain.337,-0.10756468865101666,0.0,0.0,0.0,0.0,0.0
strain.338,0.39424887119625535,0.0,0.0011277835881617967,0.0,0.0,0.0
strain.339,0.0,0.0,0.0,0.0,0.0,0.0
strain.34,-0.0032484407457046105,0.0,0.0,0.0,0.22462941336368553,0.0
strain.340,0.0,0.0,0.0,0.0,0.0,0.0
strain.341,0.0,0.0,0.0,0.0,0.0,0.0
strain.342,-0.02286341222499045,0.0,0.0,0.0,0.0,0.032845020666710724
strain.343,0.6467666487373022,0.0,0.0,0.4131590398299442,0.0,-0.28485415684658694
strain.344,0.0,0.0,0.0,0.26976298840426227,0.0,0.0
strain.345,-0.036928097113503804,0.0,0.0,0.0,0.0,0.0
strain.346,0.0,0.0,0.0,-0.033086477637028724,0.0,0.0
strain.347,0.0,0.0,-0.25565000943605265,0.0,0.026270482251985583,0.0
strain.348,0.3449969938936508,0.3869977453272341,0.0,0.0,0.0,0.0
strain.349,-0.3674527665173041,-0.30646829780192975,0.002205120585108587,0.0,0.3612248487072982,0.0
strain.35,0.0,0.0,0.002941574618614195,0.0,0.0,0.0
strain.350,-0.8971381740987657,0.11131332032986205,0.0,1.0509936254729901,-0.32005833784764554,0.4842124286946538
strain.351,0.0,0.0,0.0038994653427419667,0.0,-0.005214326620236935,0.0
strain.352,0.0,0.0,-1.7055834146797708e-05,0.0,-0.0008430235245808449,0.0
strain.353,0.002622596831660868,0.0,0.0013702511615403402,0.0,0.0,0.0
strain.354,0.18147615376151738,0.0,0.0,-0.4724042722248625,0.3243014464044978,-0.0019757261860450354
strain.355,0.0,0.0,0.01239257391311912,-1.175125366336333,-0.013682845157606312,0.07484722148208095
strain.356,0.0,0.0,0.0,-0.0010661923731878574,0.0,0.0
strain.357,0.0019971922733440957,0.0,0.006081465126629505,0.0,0.0,0.0009488995820514674
strain.358,0.0,0.0004795903132004499,-0.005140499583757296,0.013329597201894956,0.002543083820170466,0.0
strain.359,0.25210644372647095,0.006297972371743268,-0.0047034001254348725,0.0,-0.00041267348358232144,0.0
strain.36,-1.053085610567138,0.0,0.0,0.0,0.004826930594002927,0.0
strain.360,0.0,0.0,0.0,0.0,0.0,-6.524263996549539e-06
strain.361,0.25956200009948033,-0.07406576315738235,-0.2722316297333879,1.1700669819003984,-0.6027125930496193,0.0
strain.362,-0.47941969082580016,0.0,0.0,0.0,0.0,0.0
strain.363,-4.8988046386918875e-05,0.005509317158154239,0.0,0.5215739965768056,0.0,0.0
strain.364,0.24361341608582032,-0.9400520879682267,0.0,0.0,-1.6888118565906076,1.0773939796543792
strain.365,0.9324516233982362,0.0,0.0010605291019168274,0.0,-0.7273582765740445,0.23268533691759935
strain.366,0.0,0.0,0.0,0.013283801793104353,0.0,0.0
strain.367,-0.4964180886527833,9.460093692592361e-05,0.0,0.0035947062241913847,-0.21099018320088772,0.04929668577922588
strain.368,0.0,0.0,0.00020293809528685247,0.0,0.7678303838169758,-0.5845271773861231
strain.369,0.45735904454215187,0.0,0.0,0.0,0.0,0.0
strain.37,0.016908879912651303,-0.4669303910587329,0.0,0.015440376590971002,-0.012565612410962717,-0.08482425367672763
strain.370,0.0,0.0,0.0,0.07333115638095902,0.0,0.0
strain.371,0.04195890841056616,0.0,0.013120963972563194,-0.2324823070304311,0.38660503294330917,0.0
strain.372,-0.14546198563616042,0.0,0.030714887578592975,0.0,0.0,0.8510169519034065
strain.373,-0.012206850151184155,0.0,0.19911106303454487,0.0160437241671467,-0.006458674035271716,0.0
strain.374,0.2820178648881929,-0.3177725224237921,-0.3907313654835699,0.9722554697676763,0.48056216592254625,-0.48055291249502485
strain.375,-0.018198074162422587,0.0,0.006724689900707696,0.0,0.0,0.0
strain.376,0.0,0.0,0.0,0.006874129794674411,0.0,0.0029697113320889157
strain.377,0.0,0.0,0.0,0.001976568746821127,-0.001534272881599164,0.0
strain.378,0.0,0.0,-0.005393412415918284,0.0,-0.26573850265654186,0.0
strain.379,-0.5651838247159876,0.0,0.09303344136183701,0.26179052640513656,-0.00026105734584404256,0.0017054141078933689
strain.38,0.0,0.0,0.0,0.0,0.0,0.0
strain.380,0.0,0.0,0.0,0.10515883841865485,-0.12703746412942046,0.0
strain.381,0.21540576202156164,0.0,0.0001011972172574325,-0.6565649711851121,0.0,-0.0017359985262135429
strain.382,0.0,-0.00051942490364187,0.0,0.0022150145153749592,0.0,0.0
strain.383,0.0,0.0,0.0,0.0,0.0,0.0
strain.384,-0.0023577099455381768,0.0,0.0,0.001683221516954716,0.0,0.0
strain.385,-0.5238528675801176,0.0006945243808671868,0.0,0.08955131900883952,-0.0006636100533321018,0.9874768221505474
strain.386,0.0,0.0,0.0,0.0,0.0026700057433529027,0.0
strain.387,0.05778218883840167,0.0,0.0,0.0,0.0,0.0
strain.388,-0.30778959947097584,0.0,0.12414903810594477,0.0651774390330519,0.0,0.0
strain.389,-0.04274778546072295,0.0,0.0,0.16451657424525706,0.0,0.0
strain.39,0.2819830648759953,0.0,0.002627420816337973,0.0,-0.040897203114785494,0.0
